,Pk,Player,College,WS/48,draft_class,College_Games_Played,College_Games_Started,College_Field_Goals_Made_Per_Game,College_Field_Goals_Attempted_Per_Game,College_FG%,College_2PT_Field_Goals_Made_Per_Game,College_2PT_Field_Goals_Attempted_Per_Game,College_2PT_FG%,College_3PT_Field_Goals_Made_Per_Game,College_3PT_Field_Goals_Attempted_Per_Game,College_3PT_FG%,College_Free_Throws_Made_Per_Game,College_Free_Throws_Attempted_Per_Game,College_FT%,Total_Rebounds_pergame,Assists_pergame,Steals_pergame,Blocks_pergame,Turnovers_pergame,Fouls_pergame,Points_pergame,Team_strength_of_schedule
391,45,Nick Calathes,Florida,0.063,2009.0,72,71.0,5.3,11.6,0.455,3.5,6.8,0.507,1.8,4.8,0.38,3.9,5.4,0.715,5.3,6.3,1.8,0.1,3.1,2.0,16.3,4.43
392,46,Danny Green,UNC,0.113,2009.0,145,39.0,3.4,7.4,0.455,2.1,4.1,0.522,1.3,3.4,0.375,1.4,1.6,0.845,4.1,1.8,1.1,1.1,1.4,1.9,9.4,8.39
393,48,Taylor Griffin,Oklahoma,-0.039,2009.0,129,78.0,2.3,4.9,0.468,2.2,4.5,0.493,0.1,0.5,0.22,1.9,2.6,0.721,4.8,1.0,0.9,0.8,1.4,2.5,6.6,7.19
394,50,Goran Suton,Michigan State,,2009.0,134,91.0,3.3,6.2,0.521,3.1,5.8,0.536,0.2,0.5,0.348,1.4,1.8,0.753,6.6,1.6,0.8,0.7,1.8,2.4,8.1,8.19
395,51,Jack McClinton,Miami (FL),,2009.0,95,83.0,5.7,13.3,0.428,2.7,6.5,0.416,3.0,6.8,0.44,3.5,3.9,0.9,2.7,2.5,0.7,0.0,2.5,1.9,17.9,
396,54,Robert Vaden,UAB,,2009.0,67,67.0,6.4,15.8,0.402,2.6,5.7,0.453,3.8,10.1,0.374,2.8,3.4,0.81,4.2,2.3,1.0,0.4,2.7,1.9,19.3,
397,58,Lester Hudson,University of Tennessee at Martin,0.016,2009.0,65,64.0,9.3,20.4,0.456,5.8,10.8,0.53,3.5,9.5,0.372,4.4,5.2,0.858,7.9,4.4,2.6,0.6,3.6,2.7,26.6,-5.64
398,59,Chinemelu Elonu,Texas A&M,,2009.0,90,30.0,2.0,3.1,0.633,2.0,3.1,0.633,0.0,0.0,,1.2,2.0,0.578,4.4,0.2,0.2,0.9,1.1,1.7,5.1,6.24
399,60,Robert Dozier,Memphis,,2009.0,148,111.0,3.3,7.1,0.466,3.0,6.0,0.493,0.3,1.1,0.312,2.4,3.4,0.692,6.5,1.0,1.0,1.5,1.7,2.6,9.3,4.63
400,1,John Wall,Kentucky,0.094,2010.0,37,37.0,5.5,11.8,0.461,4.5,8.8,0.509,1.0,3.1,0.325,4.7,6.3,0.754,4.3,6.5,1.8,0.5,4.0,1.9,16.6,6.82
401,2,Evan Turner,Ohio State,0.051,2010.0,101,94.0,5.3,10.6,0.502,4.8,9.1,0.525,0.5,1.5,0.362,3.8,5.0,0.758,6.8,4.1,1.6,0.7,3.5,2.7,15.0,7.86
402,3,Derrick Favors,Georgia Tech,0.15,2010.0,36,35.0,5.0,8.1,0.611,5.0,8.1,0.613,0.0,0.0,0.0,2.5,4.0,0.629,8.4,1.0,0.9,2.1,2.5,2.6,12.4,9.02
403,4,Wesley Johnson,Syracuse,0.038,2010.0,52,8.0,0.5,1.0,0.529,0.5,1.0,0.529,0.0,0.0,,0.6,1.2,0.508,1.5,0.1,0.2,0.3,0.3,1.4,1.6,-3.91
404,5,DeMarcus Cousins,Kentucky,0.115,2010.0,38,37.0,5.4,9.7,0.558,5.4,9.6,0.565,0.0,0.2,0.167,4.3,7.1,0.604,9.8,1.0,1.0,1.8,2.1,3.2,15.1,6.82
405,6,Ekpe Udoh,Baylor,0.088,2010.0,36,36.0,5.3,10.8,0.49,5.1,10.1,0.505,0.2,0.7,0.269,3.1,4.5,0.685,9.8,2.7,0.8,3.7,2.4,2.4,13.9,
406,7,Greg Monroe,Georgetown,0.137,2010.0,65,65.0,5.3,9.8,0.543,5.2,9.3,0.558,0.1,0.5,0.273,3.7,5.5,0.677,8.2,3.2,1.5,1.5,2.9,2.5,14.5,9.26
407,8,Al-Farouq Aminu,Wake Forest,0.075,2010.0,62,60.0,5.0,10.6,0.476,4.6,8.9,0.522,0.4,1.7,0.238,3.9,5.7,0.687,9.4,1.4,1.2,1.3,2.9,2.8,14.4,8.1
408,9,Gordon Hayward,Butler,0.122,2010.0,69,69.0,4.3,9.2,0.47,2.6,4.6,0.569,1.7,4.6,0.369,4.1,4.9,0.824,7.4,1.8,1.3,0.9,2.0,2.1,14.4,3.57
409,10,Paul George,Fresno State,0.146,2010.0,63,63.0,5.1,11.4,0.447,3.1,6.5,0.485,1.9,4.9,0.396,3.4,4.2,0.803,6.7,2.4,2.0,0.9,2.7,2.8,15.5,1.13
410,11,Cole Aldrich,Kansas,0.135,2010.0,111,71.0,3.5,6.1,0.574,3.5,6.1,0.574,0.0,0.0,,2.3,3.2,0.729,7.7,0.6,0.5,2.3,1.2,2.1,9.4,8.12
411,12,Xavier Henry,Kansas,0.013,2010.0,36,36.0,4.5,9.8,0.458,2.6,5.3,0.492,1.9,4.6,0.418,2.5,3.2,0.783,4.4,1.5,1.5,0.5,1.9,1.8,13.4,8.25
412,13,Ed Davis,UNC,0.151,2010.0,61,25.0,3.4,6.3,0.548,3.4,6.3,0.548,0.0,0.0,,2.3,3.7,0.623,7.7,0.7,0.4,2.1,1.4,1.9,9.2,9.09
413,14,Patrick Patterson,Kentucky,0.102,2010.0,97,97.0,6.4,10.9,0.585,6.1,10.1,0.604,0.2,0.8,0.329,3.2,4.3,0.734,8.2,1.5,0.7,1.6,1.6,2.1,16.1,6.24
414,15,Larry Sanders,VCU,0.107,2010.0,101,82.0,4.1,7.9,0.52,4.1,7.7,0.526,0.0,0.2,0.25,2.1,3.6,0.577,7.7,0.5,0.6,2.7,1.5,3.1,10.3,-0.69
415,16,Luke Babbitt,Nevada,0.065,2010.0,68,68.0,6.5,13.6,0.48,5.4,11.0,0.494,1.1,2.6,0.421,5.2,5.8,0.893,8.1,1.8,0.9,0.8,2.1,2.2,19.4,1.98
416,18,Eric Bledsoe,Kentucky,0.105,2010.0,37,35.0,3.9,8.4,0.462,2.6,5.0,0.516,1.3,3.5,0.383,2.2,3.3,0.667,3.1,2.9,1.4,0.3,3.0,2.2,11.3,6.82
417,19,Avery Bradley,Texas,0.045,2010.0,34,32.0,4.7,10.8,0.432,3.4,7.5,0.457,1.2,3.3,0.375,1.1,1.9,0.545,2.9,2.1,1.3,0.5,1.5,2.4,11.6,7.38
418,20,James Anderson,Oklahoma State,0.037,2010.0,87,1.0,0.7,1.4,0.463,0.7,1.4,0.463,0.0,0.0,,0.3,0.7,0.39,1.3,0.2,0.1,0.4,0.2,1.6,1.6,4.3
419,21,Craig Brackins,Iowa State,-0.089,2010.0,96,95.0,6.0,13.4,0.445,5.2,10.9,0.48,0.7,2.5,0.292,3.4,4.7,0.726,7.7,1.6,0.5,1.0,2.0,2.0,16.0,7.34
420,22,Elliot Williams,Memphis,0.024,2010.0,34,34.0,5.2,11.4,0.459,3.5,6.6,0.527,1.8,4.8,0.366,5.7,7.5,0.758,4.0,3.8,1.3,0.1,2.9,2.0,17.9,
421,23,Trevor Booker,Clemson,0.116,2010.0,134,134.0,5.1,9.2,0.559,5.0,8.6,0.574,0.2,0.5,0.324,2.4,3.9,0.624,7.9,1.7,1.1,1.9,1.9,2.3,12.9,7.85
422,24,Damion James,Texas,-0.001,2010.0,142,140.0,5.0,10.4,0.479,4.2,8.4,0.506,0.7,2.0,0.364,2.8,4.4,0.64,9.3,1.1,1.0,1.1,1.8,2.8,13.5,7.54
423,25,Dominique Jones,South Florida,0.017,2010.0,95,94.0,6.2,14.1,0.442,4.5,8.9,0.512,1.7,5.2,0.323,4.8,6.5,0.737,5.4,3.5,1.5,0.4,2.6,2.6,18.9,7.32
424,26,Quincy Pondexter,Washington,0.084,2010.0,136,102.0,4.8,9.5,0.503,4.4,8.3,0.528,0.4,1.2,0.327,3.1,4.1,0.768,5.6,1.7,0.8,0.3,1.9,2.5,13.1,7.55
425,27,Jordan Crawford,Xavier,0.044,2010.0,35,34.0,7.4,16.1,0.462,5.2,10.3,0.501,2.3,5.8,0.391,3.4,4.4,0.773,4.7,2.9,1.3,0.2,2.4,1.6,20.5,
426,28,Greivis Vásquez,Maryland,0.064,2010.0,136,123.0,5.5,13.0,0.425,3.8,7.9,0.487,1.7,5.1,0.329,3.2,3.9,0.828,4.8,5.7,1.4,0.3,3.3,2.2,16.0,7.95
427,29,Daniel Orton,Kentucky,0.093,2010.0,38,0.0,1.3,2.4,0.527,1.3,2.3,0.539,0.0,0.1,0.0,0.9,1.7,0.524,3.3,0.4,0.6,1.4,1.0,2.3,3.4,6.82
428,30,Lazar Hayward,Marquette,0.02,2010.0,138,118.0,4.8,10.7,0.452,3.6,7.3,0.497,1.2,3.4,0.357,2.6,3.3,0.789,6.6,0.9,1.1,0.3,1.7,2.7,13.5,7.79
429,32,Dexter Pittman,Texas,0.068,2010.0,134,59.0,2.5,4.0,0.623,2.5,4.0,0.623,0.0,0.0,,1.6,2.6,0.601,3.9,0.3,0.2,0.9,1.1,2.0,6.6,7.54
430,33,Hassan Whiteside,Marshall,0.197,2010.0,34,23.0,4.9,9.4,0.524,4.8,9.2,0.522,0.1,0.1,0.6,3.2,5.5,0.588,8.9,0.3,0.6,5.4,1.9,2.4,13.1,1.57
431,34,Armon Johnson,Nevada,-0.015,2010.0,101,99.0,5.4,11.6,0.467,4.7,9.2,0.514,0.7,2.4,0.289,2.8,3.7,0.75,3.7,4.4,0.8,0.2,2.7,1.7,14.3,1.28
432,36,Terrico White,Ole Miss,,2010.0,66,55.0,5.3,12.3,0.429,3.4,7.0,0.491,1.9,5.4,0.347,2.0,3.0,0.68,4.0,1.9,0.8,0.2,1.5,1.8,14.5,5.59
433,37,Darington Hobson,New Mexico,-0.225,2010.0,35,35.0,5.5,12.5,0.44,4.4,9.5,0.465,1.1,3.1,0.361,3.7,5.7,0.653,9.3,4.6,1.3,0.4,3.0,1.9,15.9,3.84
434,38,Andy Rautins,Syracuse,-0.314,2010.0,127,65.0,2.8,7.1,0.396,0.6,1.2,0.506,2.2,5.9,0.374,0.9,1.2,0.763,2.6,2.7,1.4,0.2,1.7,1.9,8.8,7.83
435,39,Landry Fields,Stanford,0.084,2010.0,129,65.0,3.9,8.4,0.463,3.1,6.0,0.51,0.8,2.3,0.342,2.3,3.3,0.676,5.0,1.6,0.9,0.4,1.5,1.6,10.8,7.35
436,40,Lance Stephenson,Cincinnati,0.066,2010.0,34,32.0,4.8,10.8,0.44,4.3,8.7,0.495,0.5,2.1,0.219,2.3,3.5,0.664,5.4,2.5,0.9,0.2,2.4,1.9,12.3,8.45
437,41,Jarvis Varnado,Mississippi State,0.089,2010.0,141,119.0,3.9,6.6,0.589,3.9,6.6,0.591,0.0,0.0,0.25,2.2,3.6,0.595,7.8,0.6,0.5,4.0,1.4,2.4,10.0,5.47
438,43,Devin Ebanks,West Virginia,0.035,2010.0,69,65.0,4.0,8.6,0.463,3.9,7.6,0.51,0.1,1.0,0.114,3.1,4.2,0.736,7.9,2.6,0.9,0.7,2.1,1.7,11.2,9.3
439,44,Jerome Jordan,Tulsa,0.168,2010.0,133,119.0,4.1,7.2,0.567,4.1,7.2,0.567,0.0,0.0,,3.1,4.5,0.696,7.4,0.8,0.4,2.5,2.0,2.5,11.3,2.63
440,46,Gani Lawal,Georgia Tech,-0.009,2010.0,99,91.0,4.5,8.2,0.548,4.5,8.2,0.55,0.0,0.0,0.0,2.8,5.0,0.552,7.2,0.4,0.6,1.3,2.1,2.4,11.8,8.64
441,47,Tiny Gallon,Oklahoma,,2010.0,30,21.0,4.1,7.4,0.547,3.9,6.9,0.573,0.1,0.6,0.235,2.1,3.0,0.697,7.9,0.8,0.7,0.8,2.3,2.8,10.3,7.79
442,50,Solomon Alabi,Florida State,0.01,2010.0,77,68.0,3.5,6.6,0.534,3.5,6.6,0.535,0.0,0.0,0.0,2.1,2.9,0.745,5.4,0.4,0.5,2.1,1.7,2.1,9.1,7.34
443,51,Magnum Rolle,Louisiana Tech,,2010.0,64,63.0,5.1,9.9,0.521,5.1,9.8,0.521,0.0,0.0,0.5,2.8,4.2,0.657,7.8,0.9,0.8,1.9,2.1,2.9,13.1,
444,52,Luke Harangody,Notre Dame,0.048,2010.0,129,108.0,7.3,15.3,0.476,6.9,14.3,0.486,0.3,1.0,0.326,4.4,5.6,0.782,9.5,1.6,0.8,0.7,1.8,2.4,19.2,6.73
445,54,Willie Warren,Oklahoma,0.065,2010.0,57,53.0,4.9,10.6,0.459,3.2,5.8,0.55,1.7,4.9,0.35,3.8,4.8,0.788,2.6,3.5,1.1,0.1,2.8,2.3,15.2,7.33
446,55,Jeremy Evans,Western Kentucky,0.15,2010.0,134,130.0,3.2,5.0,0.639,3.1,4.7,0.654,0.1,0.2,0.364,1.5,2.2,0.684,5.9,0.5,0.6,1.7,1.0,2.4,7.9,-1.72
447,57,Ryan Reid,Florida State,0.142,2010.0,126,66.0,1.9,3.8,0.495,1.9,3.8,0.494,0.0,0.0,1.0,1.2,2.0,0.604,3.9,0.7,0.5,0.6,1.6,1.9,5.0,7.66
448,58,Derrick Caracter,Texas-El Paso,0.057,2010.0,27,22.0,5.5,9.7,0.567,5.3,9.1,0.585,0.1,0.6,0.267,3.0,4.4,0.672,8.1,1.1,1.0,0.9,2.9,3.0,14.1,
449,59,Stanley Robinson,UConn,,2010.0,126,103.0,3.9,8.0,0.485,3.3,6.3,0.52,0.6,1.7,0.351,1.4,2.2,0.646,6.2,1.0,0.6,1.0,1.7,1.6,9.8,7.64
450,60,Dwayne Collins,Miami (FL),,2010.0,126,99.0,3.7,6.5,0.565,3.7,6.5,0.565,0.0,0.0,,2.5,4.5,0.563,7.0,0.9,0.7,0.7,1.8,2.1,9.9,7.58
451,1,Kyrie Irving,Duke,0.165,2011.0,11,8.0,5.0,9.5,0.529,3.4,5.9,0.569,1.6,3.5,0.462,5.8,6.5,0.901,3.4,4.3,1.5,0.5,2.5,2.1,17.5,8.32
452,2,Derrick Williams,Arizona,0.076,2011.0,27,27.0,3.2,7.7,0.418,1.3,3.1,0.4,2.0,4.6,0.431,2.7,3.4,0.813,3.2,3.2,1.3,0.0,,,11.1,-9.79
453,4,Tristan Thompson,Texas,0.117,2011.0,128,99.0,3.6,8.2,0.439,2.2,4.6,0.472,1.4,3.6,0.396,4.1,5.0,0.816,2.8,1.3,0.6,0.1,1.7,1.8,12.7,-3.82
454,8,Brandon Knight,Kentucky,0.042,2011.0,38,38.0,5.7,13.5,0.423,3.4,7.4,0.461,2.3,6.1,0.377,3.6,4.5,0.795,4.0,4.2,0.7,0.2,3.2,2.2,17.3,8.91
455,9,Kemba Walker,UConn,0.116,2011.0,111,77.0,5.2,12.2,0.428,4.1,8.7,0.469,1.1,3.5,0.326,4.5,5.8,0.783,4.4,4.1,1.7,0.3,2.3,1.5,16.1,9.39
456,10,Jimmer Fredette,BYU,0.033,2011.0,139,102.0,6.0,13.3,0.455,3.9,7.8,0.497,2.1,5.4,0.394,4.5,5.1,0.882,2.6,3.7,1.2,0.1,2.5,1.2,18.7,3.56
457,11,Klay Thompson,Washington State,0.105,2011.0,98,96.0,6.1,14.4,0.424,3.6,8.1,0.45,2.5,6.3,0.39,3.2,3.9,0.827,4.8,2.6,1.3,0.8,2.9,2.5,17.9,6.32
458,12,Alec Burks,Colorado,0.089,2011.0,68,67.0,6.2,12.6,0.495,5.5,10.4,0.533,0.7,2.2,0.313,5.9,7.3,0.804,5.8,2.4,1.1,0.4,2.3,2.4,19.0,6.65
459,13,Markieff Morris,Kansas,0.073,2011.0,109,43.0,3.1,5.7,0.553,2.8,4.8,0.579,0.3,0.9,0.404,1.9,2.9,0.653,6.1,1.2,0.6,0.9,1.6,2.7,8.5,7.92
460,14,Marcus Morris,Kansas,0.087,2011.0,109,90.0,4.7,8.4,0.555,4.3,7.3,0.585,0.4,1.1,0.358,2.9,4.3,0.66,6.2,1.3,0.9,0.4,1.6,2.6,12.6,7.92
461,15,Kawhi Leonard,San Diego State,0.219,2011.0,70,69.0,5.4,12.0,0.449,4.8,9.7,0.497,0.6,2.3,0.25,2.8,3.7,0.744,10.2,2.2,1.4,0.6,2.2,2.5,14.1,5.29
462,16,Nikola Vučević,USC,0.126,2011.0,87,67.0,4.2,8.3,0.509,3.8,6.9,0.551,0.4,1.4,0.303,2.2,2.9,0.746,8.0,1.1,0.5,1.1,1.5,2.4,11.1,7.86
463,17,Iman Shumpert,Georgia Tech,0.054,2011.0,92,91.0,4.2,10.6,0.396,3.0,6.7,0.45,1.2,4.0,0.305,3.1,4.1,0.738,4.5,4.2,2.3,0.2,3.0,2.7,12.7,7.34
464,18,Chris Singleton,Florida State,0.042,2011.0,95,91.0,3.5,8.4,0.419,2.4,5.1,0.476,1.1,3.3,0.33,2.1,3.5,0.592,6.2,1.5,1.9,1.4,2.4,3.1,10.3,7.05
465,19,Tobias Harris,Tennessee,0.118,2011.0,34,33.0,5.4,11.8,0.46,4.8,9.6,0.497,0.7,2.2,0.303,3.8,5.0,0.753,7.3,1.3,0.7,0.9,1.8,2.1,15.3,8.73
466,21,Nolan Smith,Duke,-0.047,2011.0,143,97.0,4.7,10.4,0.448,3.5,7.3,0.482,1.2,3.2,0.368,2.9,3.6,0.8,2.8,2.8,1.0,0.1,2.0,1.9,13.4,8.97
467,22,Kenneth Faried,Morehead State University,0.159,2011.0,136,122.0,5.8,10.1,0.569,5.7,10.0,0.572,0.0,0.1,0.25,3.2,5.6,0.583,12.3,0.9,1.7,1.8,2.2,3.1,14.8,-4.03
468,24,Reggie Jackson,Boston College,0.083,2011.0,99,52.0,4.6,9.9,0.465,3.4,6.4,0.527,1.2,3.5,0.351,2.3,3.0,0.753,4.4,3.5,0.8,0.5,2.1,1.7,12.7,7.25
469,25,MarShon Brooks,Providence,0.046,2011.0,113,56.0,5.2,11.2,0.464,3.8,7.0,0.543,1.4,4.2,0.333,2.6,3.6,0.739,4.3,1.5,1.1,0.7,1.8,2.0,14.4,7.44
470,26,Jordan Hamilton,Texas,0.069,2011.0,93,38.0,1.5,3.5,0.425,0.9,1.6,0.547,0.6,1.9,0.324,0.7,1.0,0.753,1.4,0.5,0.3,0.3,0.7,1.7,4.3,-6.72
471,27,JaJuan Johnson,Purdue,0.032,2011.0,140,119.0,5.0,10.1,0.501,4.9,9.6,0.512,0.1,0.4,0.25,3.5,4.7,0.743,6.1,0.7,0.7,1.9,1.3,1.8,13.7,7.64
472,28,Norris Cole,Cleveland State University,0.018,2011.0,140,106.0,4.8,11.1,0.435,3.8,8.0,0.48,1.0,3.1,0.321,3.5,4.2,0.826,3.2,3.3,1.5,0.1,2.0,2.2,14.1,1.92
473,29,Cory Joseph,Texas,0.084,2011.0,36,36.0,3.8,8.9,0.422,2.3,5.4,0.429,1.4,3.5,0.413,1.4,2.0,0.699,3.6,3.0,1.0,0.3,1.5,1.8,10.4,7.96
474,30,Jimmy Butler,Marquette,0.203,2011.0,106,69.0,3.7,7.2,0.508,3.3,6.4,0.525,0.3,0.9,0.383,4.3,5.6,0.773,5.5,1.7,1.1,0.5,1.0,1.7,12.0,8.21
475,32,Justin Harper,Richmond,-0.093,2011.0,137,96.0,3.9,8.1,0.483,2.6,4.7,0.557,1.3,3.4,0.382,1.5,2.1,0.711,4.8,0.7,0.6,0.8,1.3,2.2,10.6,2.46
476,33,Kyle Singler,Duke,0.062,2011.0,148,147.0,5.5,12.7,0.433,3.7,7.7,0.479,1.8,5.0,0.363,3.4,4.3,0.773,6.9,2.0,1.1,0.7,2.1,2.6,16.2,8.97
477,34,Shelvin Mack,Butler,0.059,2011.0,108,107.0,4.8,11.4,0.419,2.8,5.8,0.48,2.0,5.6,0.357,2.6,3.4,0.755,4.2,3.3,1.1,0.1,2.2,1.9,14.1,4.05
478,35,Tyler Honeycutt,UCLA,-0.049,2011.0,59,51.0,3.6,8.4,0.431,2.5,5.3,0.473,1.1,3.1,0.359,2.0,2.9,0.684,6.9,2.8,1.2,1.7,2.8,1.9,10.3,7.9
479,36,Jordan Williams,Maryland,0.101,2011.0,66,64.0,5.1,9.7,0.528,5.1,9.7,0.528,0.0,0.0,,3.0,5.3,0.559,10.2,0.4,0.7,1.2,1.3,2.6,13.2,6.85
480,37,Trey Thompkins,Georgia,0.004,2011.0,89,81.0,6.0,12.8,0.469,5.1,10.3,0.496,0.9,2.5,0.357,2.8,3.8,0.729,7.8,1.4,1.0,1.3,2.6,2.2,15.7,6.56
481,38,Chandler Parsons,Florida,0.105,2011.0,142,81.0,3.7,7.8,0.477,2.6,4.6,0.575,1.1,3.2,0.337,1.7,2.8,0.611,6.0,2.4,0.9,0.3,1.6,2.0,10.2,5.9
482,40,Jon Leuer,Wisconsin,0.107,2011.0,123,68.0,4.2,8.7,0.482,3.4,6.5,0.521,0.8,2.2,0.368,2.0,2.7,0.723,4.5,1.1,0.4,0.7,1.2,1.6,11.2,8.06
483,41,Darius Morris,Michigan,-0.01,2011.0,67,53.0,3.8,8.0,0.469,3.4,6.5,0.528,0.3,1.5,0.223,2.0,2.9,0.695,2.9,4.8,0.8,0.1,2.3,2.0,9.9,10.03
484,43,Malcolm Lee,UCLA,0.04,2011.0,94,65.0,3.3,7.5,0.441,2.6,4.8,0.533,0.8,2.7,0.278,2.3,3.2,0.717,3.0,2.0,0.8,0.2,1.7,2.0,9.7,7.66
485,44,Charles Jenkins,Hofstra,0.017,2011.0,128,128.0,6.6,14.5,0.456,5.2,10.8,0.482,1.4,3.7,0.382,5.0,6.2,0.811,4.3,3.8,1.7,0.6,3.0,2.5,19.6,-1.45
486,45,Josh Harrellson,Kentucky,0.116,2011.0,94,40.0,2.0,3.6,0.549,1.9,3.3,0.571,0.1,0.3,0.31,0.6,1.0,0.649,4.7,0.4,0.5,0.9,0.6,1.4,4.7,6.85
487,46,Andrew Goudelock,College of Charleston,0.003,2011.0,140,124.0,6.8,14.9,0.457,4.0,8.1,0.494,2.8,6.8,0.413,1.9,2.2,0.838,3.3,3.0,0.9,0.3,2.2,1.5,18.4,-2.92
488,47,Travis Leslie,Georgia,0.06,2011.0,90,68.0,4.6,9.6,0.482,4.4,9.0,0.492,0.2,0.6,0.333,2.7,3.7,0.743,6.1,2.1,1.1,0.7,2.0,1.8,12.2,6.56
489,48,Keith Benson,Oakland,-0.005,2011.0,135,126.0,5.1,9.1,0.558,5.0,8.9,0.562,0.1,0.2,0.379,3.9,5.7,0.679,8.2,0.7,0.5,2.7,1.4,2.8,14.1,-1.32
490,49,Josh Selby,Kansas,-0.113,2011.0,26,11.0,2.8,7.4,0.373,1.5,3.8,0.384,1.3,3.6,0.362,1.1,1.4,0.757,2.2,2.2,0.8,0.0,2.0,1.7,7.9,7.62
491,50,Lavoy Allen,Temple,0.096,2011.0,135,130.0,4.4,8.2,0.534,4.2,7.7,0.549,0.1,0.5,0.288,1.6,2.4,0.671,8.5,2.1,0.5,1.6,1.4,2.5,10.5,4.24
492,51,Jon Diebler,Ohio State,,2011.0,144,114.0,3.3,7.7,0.427,0.7,1.5,0.474,2.6,6.3,0.416,1.5,1.8,0.821,2.8,1.9,1.0,0.2,1.2,1.3,10.7,7.99
493,52,Vernon Macklin,Florida,0.161,2011.0,71,69.0,4.9,8.2,0.599,4.9,8.2,0.599,0.0,0.0,,1.3,2.6,0.511,5.5,0.8,0.5,0.8,1.5,2.4,11.1,
494,53,DeAndre Liggins,Kentucky,0.04,2011.0,100,29.0,1.9,4.8,0.407,1.3,2.9,0.455,0.6,1.9,0.332,1.3,2.0,0.643,3.0,2.1,0.9,0.5,1.5,1.9,5.8,6.85
496,60,Isaiah Thomas,Washington,0.14,2011.0,105,104.0,5.3,12.4,0.426,3.7,7.6,0.49,1.6,4.8,0.325,4.3,6.0,0.713,3.5,4.0,1.2,0.1,2.7,2.0,16.4,7.81
497,1,Anthony Davis,Kentucky,0.212,2012.0,124,115.0,4.9,11.6,0.42,3.7,8.0,0.47,1.1,3.6,0.311,2.4,3.3,0.728,4.4,2.3,1.6,0.3,2.0,2.2,13.3,-1.58
498,2,Michael Kidd-Gilchrist,Kentucky,0.092,2012.0,40,39.0,4.0,8.2,0.491,3.7,6.9,0.535,0.3,1.3,0.255,3.6,4.8,0.745,7.4,1.9,1.0,0.9,2.2,2.4,11.9,7.93
499,3,Bradley Beal,Florida,0.104,2012.0,37,37.0,4.7,10.6,0.445,3.0,5.6,0.541,1.7,5.0,0.339,3.6,4.7,0.769,6.7,2.2,1.4,0.8,2.1,2.1,14.8,7.33
500,4,Dion Waiters,Syracuse,0.036,2012.0,71,0.0,3.5,7.7,0.453,2.5,4.9,0.513,1.0,2.8,0.348,1.8,2.3,0.753,1.9,2.0,1.5,0.2,1.1,1.6,9.7,8.4
501,7,Harrison Barnes,UNC,0.093,2012.0,75,73.0,5.8,13.6,0.43,4.3,9.1,0.469,1.5,4.4,0.349,3.1,4.3,0.734,5.5,1.3,0.9,0.4,1.9,1.9,16.3,8.61
502,8,Terrence Ross,Washington,0.067,2012.0,69,39.0,4.6,10.1,0.453,2.9,5.5,0.528,1.7,4.6,0.364,1.4,1.8,0.764,4.7,1.2,0.9,0.7,1.4,2.4,12.3,6.51
503,9,Andre Drummond,UConn,0.153,2012.0,34,30.0,4.6,8.6,0.538,4.6,8.5,0.541,0.0,0.1,0.0,0.8,2.6,0.295,7.6,0.4,0.8,2.7,1.5,2.2,10.0,8.07
504,10,Austin Rivers,Duke,0.043,2012.0,34,33.0,5.1,11.8,0.433,3.4,7.1,0.477,1.7,4.7,0.365,3.6,5.4,0.658,3.4,2.1,1.0,0.0,2.3,2.2,15.5,8.4
505,11,Meyers Leonard,Illinois,0.104,2012.0,65,30.0,3.0,5.4,0.567,3.0,5.2,0.585,0.0,0.2,0.083,1.6,2.2,0.729,4.7,0.7,0.3,1.1,1.4,2.2,7.7,9.55
506,12,Jeremy Lamb,UConn,0.108,2012.0,75,74.0,5.3,11.0,0.482,3.8,6.6,0.573,1.6,4.5,0.348,1.9,2.4,0.806,4.7,1.7,1.0,0.6,1.6,1.6,14.1,9.25
507,13,Kendall Marshall,UNC,0.015,2012.0,73,55.0,2.5,5.6,0.446,1.8,3.8,0.484,0.7,1.8,0.366,1.5,2.2,0.693,2.3,8.0,1.1,0.1,2.6,1.5,7.2,8.61
508,14,John Henson,UNC,0.113,2012.0,109,82.0,4.4,8.8,0.497,4.3,8.5,0.505,0.0,0.2,0.208,1.6,3.2,0.484,8.1,1.0,0.6,2.5,1.5,1.5,10.3,9.02
509,15,Maurice Harkless,St. John's,0.079,2012.0,32,32.0,6.0,13.3,0.452,5.5,10.9,0.506,0.5,2.5,0.215,2.9,4.3,0.676,8.6,1.5,1.6,1.4,2.5,2.3,15.5,6.98
510,16,Royce White,Iowa State,-0.121,2012.0,34,33.0,5.1,9.6,0.534,5.0,9.3,0.541,0.1,0.4,0.333,3.0,6.0,0.498,9.3,5.0,1.2,0.9,3.8,2.6,13.4,7.32
511,17,Tyler Zeller,UNC,0.113,2012.0,117,75.0,4.7,8.6,0.543,4.7,8.6,0.544,0.0,0.0,0.0,3.5,4.5,0.775,6.7,0.6,0.7,1.1,1.4,2.3,12.8,8.85
512,18,Terrence Jones,Kentucky,0.127,2012.0,76,69.0,5.0,10.8,0.467,4.5,9.1,0.493,0.6,1.7,0.328,3.4,5.3,0.638,8.0,1.5,1.2,1.8,1.8,2.4,14.0,8.42
